locName,region
Pica,Tarapacá
Villarrica--Humedal Urbano Mallolafken,Araucanía
Fuerte Bulnes,Magallanes
PN Lauca--Lago Chungará,Arica y Parinacota
Cabañas El Pangue,Aisén del General Carlos Ibáñez del Campo
SN Humedales de Tongoy--Salinas Grande,Coquimbo
The Park Plaza - Ricardo Lyon,Región Metropolitana de Santiago
Las Cabras (Lago Rapel),Libertador General Bernardo O'Higgins
Caleta Darde,Magallanes
El Tangue - Ramadillas,Coquimbo
El Morro,Los Lagos
"El Tangue, sector los Cipreses",Coquimbo
Vavilov 2015-02-04 IO 1605,Magallanes
Juan López,Antofagasta
Machuca--Laguna al sur,Antofagasta
La Colorada,Coquimbo
Humedal Lagunillas,Coquimbo
Vavilov 2015-02-04 1403,Magallanes
Estero Nilahue--Salinas de Cáhuil,Libertador General Bernardo O'Higgins
Termas de Puritama,Antofagasta
Río Blanco--Desembocadura,Los Lagos
Cáhuil--Pueblo,Libertador General Bernardo O'Higgins
"Parque Nacional Vicente Perez Rosales, Chile",Los Lagos
Bucalemu,Libertador General Bernardo O'Higgins
PN Radal Siete Tazas--El Bolsón,Maule
hualaihue,Los Lagos
PAL-LTER 2-5-2015 6,Magallanes
Quebrada el Arrayán--Cerro el Chivato,Coquimbo
PAL-LTER 2-5-2015 5,Magallanes
"Reserva Nac.Laguna Torca, sector camping",Maule
Ferry Punta Arenas-Porvenir (Pelágico),Magallanes
"Puente Libertad, Viña del Mar",Valparaíso
PAL-LTER 2-5-2015 4,Magallanes
PAL-LTER 2-5-2015 3,Magallanes
Puerto Saavedra,Araucanía
PAL LTER 2-5-2015 5,Magallanes
Estrecho Viaje a Isla Magdalena,Magallanes
PAL LTER 2-5-2015 4,Magallanes
"Puerto Natales, Natales, Chile",Magallanes
"Lago Vidal Gormaz, Cochamo, Chile",Los Lagos
PAL LTER 2-5-2015 3,Magallanes
Lago Budi--Puerto Domínguez,Araucanía
Laguna los Palos,Magallanes
Río Rapel--Desembocadura,Libertador General Bernardo O'Higgins
"Calbuco, Región de Los Lagos",Los Lagos
"Parque Nacional Queulat, sendero Ventisquero Colgante",Aisén del General Carlos Ibáñez del Campo
Ferry Puerto Montt - Puerto Chacabuco,Los Lagos
El Arco,Los Lagos
Estero Nilahue--Desembocadura,Libertador General Bernardo O'Higgins
Playa Puerto Nuevo,Los Ríos
Puente Boyeruca,Maule
Laguna Hotel 1 Inia,Magallanes
Bahia Mussel,Magallanes
"parque Nacional Torres del Paine, Chile",Magallanes
Hotel Nalcas,Araucanía
Correntoso 1,Los Lagos
humberstone,Tarapacá
Cordillera de Los Choros,Coquimbo
censo cnaa canal señoret y fiodo eberhard,Magallanes
Canal Beagle--Frente a Isla Picton,Magallanes
PN Torres del Paine--Río Serrano,Magallanes
Vega Lopez (Lago Budi),Araucanía
Llepo,Maule
Puerto Raúl Marín Balmaceda,Aisén del General Carlos Ibáñez del Campo
Puaucho--Playa,Araucanía
Termas Los Pozones,Araucanía
"Cerro Cinchao, Coyhaique",Aisén del General Carlos Ibáñez del Campo
Lago Budi--Deume,Araucanía
Ruta 9 Pond,Magallanes
"RN El Yali [usar localidades específicas, por favor]",Valparaíso
Lago Budi--Puente Budi,Araucanía
Bahía de Coquimbo,Coquimbo
Embalse Machicura,Maule
HUANTA - LAS TERNERAS - ADUANA,Coquimbo
Antofagasta--Faro,Antofagasta
Camping El Bronce,Libertador General Bernardo O'Higgins
Lago Grande,Los Lagos
Chicauma--Roblería,Región Metropolitana de Santiago
Cape Horn,Magallanes
"-55.5147 S, -66.2888 W heading NNW to Beagle Channel",Magallanes
PAL-LTER 2-8-2015,Magallanes
Ceres - Aeropuerto,Coquimbo
"Gabriela y El Rosario, Valle del Elqui",Coquimbo
Playa Cavancha,Tarapacá
"Fundo ""El Maray""",Coquimbo
Canal Barbara - Punta Carlos s to Isla Comandante,Magallanes
Río Choapa--Desembocadura,Coquimbo
Acantilados de la Quirilluca,Valparaíso
Puertecillo,Libertador General Bernardo O'Higgins
"Lago Sarmiento, Torres del Paine, Chile",Magallanes
Playa de la escalera,Valparaíso
RN La Chimba,Antofagasta
Alcoguaz,Coquimbo
"CL-Región Metropolitana-Melipilla - -33.5851x-70.9873 - Feb 9, 2015, 9:15 AM",Región Metropolitana de Santiago
"Queilen, Chiloe",Los Lagos
Coñaripe,Los Ríos
Parque Brasil,Arica y Parinacota
castro,Los Lagos
"Rio Anticura, Puyehue",Los Lagos
PN Torres del Paine--Río Grey,Magallanes
"Beagle Canal, Cabo de Hornos",Magallanes
"Faro Les Éclaireurs, Beagle Canal",Magallanes
Hwy 9 Condor Spot,Magallanes
"Las Golondrinas, hacia embalse La Laguna",Coquimbo
San Jose,Los Ríos
Malalcahuello,Araucanía
Sendero Laguna Honda/Laguna Verde,Magallanes
RN Río de Los Cipreses,Libertador General Bernardo O'Higgins
Tabulanque,Valparaíso
Camino a Canela Baja,Coquimbo
Trafún,Los Lagos
"CL-Región Metropolitana-Lampa - -33.2640x-70.8429 - Feb 11, 2015, 2:05 PM",Región Metropolitana de Santiago
"Puerto Octay, borde lago",Los Lagos
Y-530,Magallanes
Lampa--Puente Negro,Región Metropolitana de Santiago
"Otway Sound, desembocadura",Magallanes
"CL-Región Metropolitana-Santiago - -33.3458x-70.7618 - Feb 11, 2015, 5:24 AM",Región Metropolitana de Santiago
Frutillar,Los Lagos
Caleta Brecknock,Magallanes
Drake Passage a,Magallanes
Lo Barnechea,Región Metropolitana de Santiago
Casa Escondida,Magallanes
RN Tamango,Aisén del General Carlos Ibáñez del Campo
"CL-Magallanes - -53.0320x-70.8344 - Feb 12, 2015, 7:08 AM",Magallanes
Achao,Los Lagos
Chonchi,Los Lagos
la gallardina,Coquimbo
PN Torres del Paine--Laguna Los Juncos,Magallanes
"Camino Las Escalas, Futaleufú",Los Lagos
Batuco (Coquimbo),Coquimbo
Puerto del Hambre,Magallanes
Termas Manzanar,Araucanía
Río Loa--Desembocadura,Tarapacá
"CL-Región Metropolitana-Curacaví - -33.4864x-70.9826 - Feb 11, 2015, 5:37 PM",Región Metropolitana de Santiago
"CL-Región Metropolitana-Curacaví - -33.4858x-70.9511 - Feb 11, 2015, 5:27 PM",Región Metropolitana de Santiago
RN  Laguna Parrillar,Magallanes
Embalse Convento Viejo,Libertador General Bernardo O'Higgins
Río Trancura--Quelhue,Araucanía
Cuesta Lo Prado,Región Metropolitana de Santiago
PN Torres del Paine--Lago Paine,Magallanes
Lago Espolón,Los Lagos
"Vivero Cumbre, Cerro San Cristóbal",Región Metropolitana de Santiago
SN Yerba Loca--Límite vegetación arbustiva,Región Metropolitana de Santiago
Laguna Cabeza del Mar,Magallanes
Panguipulli,Los Ríos
CL-Región Metropolitana-Curacaví - -33.3968x-71.2419 - 12-02-2015 13:19,Región Metropolitana de Santiago
PN Torres del Paine--Lago Grey (sector sur),Magallanes
canal hornopiren,Los Lagos
Playa Sector La Boca Los Choros,Coquimbo
Bucalemu--Humedal,Libertador General Bernardo O'Higgins
Punta Choros,Coquimbo
camino hacia Yerba Loca,Región Metropolitana de Santiago
"Tunquen, sector La Boca",Valparaíso
Villa Alemana,Valparaíso
"Pichoy, CL",Los Ríos
Tranquilla,Coquimbo
SN Península de Hualpén,Bío-Bío
Río Negro--Desembocadura,Los Lagos
Caleta Silva,Magallanes
Laguna Icalma,Araucanía
Laguna Quilo,Los Lagos
Río Mehuin--Estuario (Puente negro),Los Ríos
Lago Rupanco--El Poncho,Los Lagos
Valle del Yeso (Cerca de las Ruinas),Región Metropolitana de Santiago
Coastal Trail from Rio Santa Maria to Base of Mount Tarn,Magallanes
Parque CENDYR,Coquimbo
Camino Embalse El Yeso--Curvas km 10,Región Metropolitana de Santiago
Calafquén,Los Ríos
Pacific off Chile,Los Ríos
RN Federico Albert,Maule
Playa La Virgen,Atacama
Cerro San Cristóbal--Anfiteatro Pablo Neruda,Región Metropolitana de Santiago
"-32.9461x-71.6220 - Feb 14, 2015, 19:28",Valparaíso
"Felix Aldao, Maipu",Región Metropolitana de Santiago
Valparaiso - puerto,Valparaíso
Lenca (Los Lagos),Los Lagos
Estancia San Gregorio,Magallanes
PN Puyehue--Sendero Pionera,Los Lagos
la serena,Coquimbo
Elqui Domos y alrededores,Coquimbo
Caldera,Atacama
Guabún,Los Lagos
Road to Pali Aike,Magallanes
Bio Bio,Bío-Bío
Reñaca--Los Pinos,Valparaíso
La Puesta del Sol,Valparaíso
Río Tres Brazos--Desembocadura,Magallanes
Copiapó--Plaza de Armas,Atacama
Fiordo Garibaldi,Magallanes
Embalse Conchi,Antofagasta
Hualpén,Bío-Bío
RN Pingüino de Humboldt--Isla Damas,Coquimbo
Rotonda sur Antofagasta,Antofagasta
SN Humedales de Tongoy--Salinas Chicas,Coquimbo
Río Liucura,Araucanía
"PN Pan de Azúcar [usar hotspots específicos, por favor]",Atacama
Talagante,Región Metropolitana de Santiago
Valparaíso--Pelágico,Valparaíso
"Bosque de los Ngen, Lonquimay CL-La Araucanía",Araucanía
Manao,Los Lagos
Feb15th-7,Los Ríos
"Caleta Beaulieu, Fiordo Pia",Magallanes
"Carampangue, camino a Lonquen",Región Metropolitana de Santiago
Feb15th-6,Los Ríos
"Punta Rieles, Mejillones",Antofagasta
Camino a El Transito-Pomaire,Región Metropolitana de Santiago
"Villa La Foresta, Coyhaique",Aisén del General Carlos Ibáñez del Campo
Corrales,Coquimbo
Feb15th-5,Bío-Bío
Quebrada El Arrayán--Rincón de la Monja,Coquimbo
PN Puyehue--Laguna El Espejo,Los Lagos
Los Fresnos - Estero Nonguén,Bío-Bío
El Yeso,Región Metropolitana de Santiago
Punta Hornos,Antofagasta
Parque Saval,Los Ríos
Feb15th-3,Bío-Bío
"Autoclub, Antofagasta",Antofagasta
Pilluco,Los Lagos
Río Claro--Talca,Maule
Feb15th-1,Bío-Bío
Brazo del Estero Tongoy,Coquimbo
Futuro camino de acceso - Proyecto Tranquila,Magallanes
Lonquimay,Araucanía
Puyuhuapi,Aisén del General Carlos Ibáñez del Campo
Golfo de Corcovado,Los Lagos
Hanga Roa,Valparaíso
Tunquén Cabin - La Boca,Valparaíso
Laguna El Perro,Libertador General Bernardo O'Higgins
Rio Engaño,Aisén del General Carlos Ibáñez del Campo
Tralcao,Los Ríos
Pilolkura,Los Ríos
La Serena--Caleta San Pedro,Coquimbo
Chungungo,Coquimbo
PN Alerce Andino--Sector Sur,Los Lagos
SN Humedal Río Copiapó—Laguna,Atacama
Ranquil,Ñuble
Bahia Cisnes,Atacama
Isla Grande de Atacama,Atacama
Parque Nacional Queulat,Aisén del General Carlos Ibáñez del Campo
Playa Chorrillos,Atacama
Playa Pichilemu,Libertador General Bernardo O'Higgins
PN Pan de Azúcar--Las Lomitas,Antofagasta
Islote El Apolillado,Coquimbo
"Ventisquero Romanche, Fiordo Pia",Magallanes
Calderilla,Atacama
Río Chaihuin,Los Ríos
Río San José--Desembocadura,Arica y Parinacota
Playa San Carlos,Los Ríos
Caleta Talcaruca,Coquimbo
Metri,Los Lagos
Sur de Copiapó por Ruta 5,Atacama
Punta Arenas--Costanera norte,Magallanes
"Sector Camino el Trebal (Planta Tratamiento Aguas), Rinconada",Región Metropolitana de Santiago
"Camino El Trebol, Rinconada, Maipu",Región Metropolitana de Santiago
Sector Rinconada Maipu,Región Metropolitana de Santiago
llico,Maule
Caleta Ferrari,Magallanes
Feb17th-8,Aisén del General Carlos Ibáñez del Campo
RN Coyhaique,Aisén del General Carlos Ibáñez del Campo
Feb17th-7,Aisén del General Carlos Ibáñez del Campo
PN Queulat,Aisén del General Carlos Ibáñez del Campo
Pajonales de Tilicura,Maule
Wulaia Bay,Magallanes
Feb17th-6,Aisén del General Carlos Ibáñez del Campo
Caminos interiores hacia laguna torca,Maule
Playa Potrerillos,Maule
Lo Valdivia (salinas),Libertador General Bernardo O'Higgins
Río Maule--Desembocadura,Maule
Laguna Boyeruca,Maule
Boat dock to Hotel Peulla,Los Lagos
Feb17th-4,Aisén del General Carlos Ibáñez del Campo
Feb17th-3,Aisén del General Carlos Ibáñez del Campo
"Playa La Virgen, sector sur",Atacama
Caleta Olla,Magallanes
Feb17th-2,Aisén del General Carlos Ibáñez del Campo
Playas al sur de Arica,Arica y Parinacota
Valdivia--Costanera Río Calle-Calle,Los Ríos
Condominio Nova,Coquimbo
"Caleta manso, CH 5",Coquimbo
Calletano Almeyda,Coquimbo
Feb18th-4,Magallanes
Caleta Victor Jara,Magallanes
Subida San Joaquín,Coquimbo
Feb18th-2,Magallanes
Feb18th-3,Magallanes
Feb18th-1,Magallanes
San Carlos,Ñuble
PN Pan de Azúcar--Caleta,Atacama
Río Limarí--Desembocadura,Coquimbo
Valdivia,Los Ríos
Río Elqui--Tramo Altovalsol-Algarrobito,Coquimbo
jardin Urmeneta,Coquimbo
Playa sur mejillones,Antofagasta
Lago Colbún,Maule
Puerto Williams - near Micalvi,Magallanes
estrecho de magallanes,Magallanes
Sendero Los Carpinteros,Araucanía
Chañaral,Atacama
Dunas playa grande de Cartagena,Valparaíso
Lago Balmaceda,Magallanes
PN Conguillío--Laguna Captrén,Araucanía
Tranque Las Cenizas,Valparaíso
Camping Trafanpulli,Araucanía
Chigualoco_Playa arenosa,Coquimbo
Laguna Conchalí,Coquimbo
Curacautín,Araucanía
Chigualoco,Coquimbo
Salar de Atacama--Laguna Interna,Antofagasta
Laguna Saladita,Antofagasta
Campo y mar,Valparaíso
Puerto Llifén,Los Ríos
Playa el Canelo y Canelillo,Valparaíso
RN Pingüino de Humboldt--Isla Chañaral (vuelta en lancha),Atacama
PN Bosque Fray Jorge--Bosque,Coquimbo
Lago Tagua tagua,Los Lagos
Humedal de Tunquen,Valparaíso
Refugio Marista Pangal,Libertador General Bernardo O'Higgins
PN Patagonia--Valle Chacabuco,Aisén del General Carlos Ibáñez del Campo
Vertedero de Montenegro,Región Metropolitana de Santiago
Callejón Varela,Antofagasta
PLAYA RIÑINAHUE (LAGO RANCO),Los Ríos
Río Quilimarí--Desembocadura,Coquimbo
Mall plaza Antofgasta,Antofagasta
Río Maule--Cajón 1300msnm,Maule
Pichidangui--Isla de las Gaviotas,Coquimbo
PN Tolhuaca--Laguna Malleco,Araucanía
Humedal Estuario Los Molles,Valparaíso
Complejo fronterizo Pehuenche,Maule
Reserva nacional Ralco,Bío-Bío
Buin,Región Metropolitana de Santiago
Riachuelo (camino Las Minas),Los Lagos
MN Cinco Hermanas,Aisén del General Carlos Ibáñez del Campo
Cabaña Puelcura (Lago Ranco),Los Ríos
PN Tolhuaca--Senderos,Araucanía
RN Los Flamencos--Laguna Miñiques,Antofagasta
Feb21st-4,Magallanes
"La Portada, Antofagasta",Antofagasta
Rivera del Río Elqui,Coquimbo
Laguna del Maule,Maule
Feb21st-3,Magallanes
Pichicuy--Humedal,Valparaíso
Puerto Williams - Sendero Robalo,Magallanes
Alto del Naranjo,Región Metropolitana de Santiago
laguna onet,Magallanes
Putú--Pueblo y alrededores,Maule
"Playa los tubos, algarrobo",Valparaíso
Drake Passage (Chilean waters),Magallanes
Coliumo,Bío-Bío
"Río Cruces, mirador IBBV",Los Ríos
LAGO RANCO (LAGO RANCO),Los Ríos
"Hornitos, Mejillones",Antofagasta
PN Tolhuaca,Araucanía
RN Altos de Lircay--Camping,Maule
RN El Yali--Estero,Valparaíso
MIRADOR PITREÑO (LAGO RANCO),Los Ríos
Salar de Aguas Calientes,Antofagasta
Laguna Los Cisnes - La Trinchera,Maule
El Yali--Las Salinas,Valparaíso
El Yali--Tranque Los Molles,Valparaíso
Tabito,Valparaíso
MN El Morado--Laguna Morales,Región Metropolitana de Santiago
Humedal Invernal,Maule
Humedal Urbano Küla-Kura (O'Higgins),Región Metropolitana de Santiago
SN Islote Peña Blanca y Punta Peña Blanca,Valparaíso
Casa.Olmue,Valparaíso
Camino a Valparaiso por cuesta Barriga,Región Metropolitana de Santiago
"Laguna Azul, Torres del Paine NP",Magallanes
Lago Pehoe,Magallanes
"Puyehue, Chile",Los Ríos
Caleta El Membrillo,Valparaíso
CL-Región Metropolitana-Santiago-15201-15203 Camino Int,Región Metropolitana de Santiago
Laguna del Yeso,Libertador General Bernardo O'Higgins
Y-905 Puerto Williams E to Caleta Eugenia,Magallanes
Ppuerto Navarino,Magallanes
Lago General Carrera (Chelenko),Aisén del General Carlos Ibáñez del Campo
Parque Tumbes,Bío-Bío
Hornitos (Antofagasta)--Norte,Antofagasta
Parcela Santa Julia - Maipú,Región Metropolitana de Santiago
Lago Skottsberg,Magallanes
Barrio Universitario - Santiago Centro,Región Metropolitana de Santiago
"Poblacion Padre Hurtado, Tocopilla",Antofagasta
"Refugio Las Torres, Chile",Magallanes
Villarrica,Araucanía
Algarrobo,Valparaíso
Refugio l,Magallanes
"-28,0837 X -71,1420",Atacama
Los Helados,Atacama
Talcahuano,Bío-Bío
"Salar de Ascotán, Vertiente Oeste",Antofagasta
Salar de Ascotán--Vertiente Oeste II,Antofagasta
"Plaza Sargento Aldea, Tocopilla",Antofagasta
Salar de Ascotán--Laguna Los Flamencos,Antofagasta
Laguna Cartagena,Valparaíso
Salar de Ascotán--Vertiente 2,Antofagasta
Salar de Ascotán--Vertiente 5,Antofagasta
Salar De Ascotán--Vertiente 7,Antofagasta
Salar De Ascotán--Vertiente 8,Antofagasta
Salar de Ascotán--Vertiente 10,Antofagasta
"Salar de Ascotán, Vertiente SE",Antofagasta
Camino a Machuca,Antofagasta
Playa Caleta Abarca,Valparaíso
Callejon Los Nogales-Camino a Yerbas Buenas-Linares,Maule
Cruce Bahía Azul,Magallanes
"-35.4780x-71.0082 - Feb 27, 2015, 5:25 PM",Maule
Las Dunas,Coquimbo
Punta Dúngenes (Chile),Magallanes
Torres del Paine Entrance,Magallanes
Yerba Loca,Región Metropolitana de Santiago
Agronomia UACH,Los Ríos
Vegas de Quipiaco,Antofagasta
Lago Nordenskold,Magallanes
Mejiollnes  and  Punta Itata,Antofagasta
Parque Jardín del Corazón (Kokoro No Niwa),Coquimbo
Estanque de Ceres,Coquimbo
"San Damian, Santiago",Región Metropolitana de Santiago
PN Pali Aike--Morada del Diablo,Magallanes
Melipilla,Región Metropolitana de Santiago
"Refugio Cuernos, Torres del Paine, Chile",Magallanes
Sector Las Trincheras,Maule
"Edificios ""Los Colectivos"", Tocopilla.",Antofagasta
Chinquihue,Los Lagos
Tongoy--Bahía,Coquimbo
Humedal Tranque Roto,Valparaíso
F-90,Valparaíso
"-33.6316x-70.0153 - Feb 28, 2015, 12:25 PM",Región Metropolitana de Santiago
CL-Santiago Metropolitan Region-Santiago-22549 Camino Embalse El Yeso,Región Metropolitana de Santiago
"-33.7009x-70.1193 - Feb 28, 2015, 3:21 PM",Región Metropolitana de Santiago
Puerto Williams - Sendero Cerro Bandera,Magallanes
"-35.4785x-71.0099 - Feb 28, 2015, 9:52 AM",Maule
CL-Santiago Metropolitan Region-Santiago-22549-22637 Camino Embalse El Yeso,Región Metropolitana de Santiago
"trail RefugioTorres-Refugio Cuernos, Torres del Paine, Chile",Magallanes
bahuales,Magallanes
Cerro Carbón,Región Metropolitana de Santiago
Cerro Delicias,Valparaíso
Las Campanas Observatory,Atacama
,
European Southern Observatory Headquarters,Región Metropolitana de Santiago
Lago Machicura-Colbun,Maule
Laguna La Posada,Bío-Bío
Punta Lavapié,Bío-Bío
Parque Brasil (Antofagasta),Antofagasta
"-36.0711x-72.7845 - Mar 1, 2015, 3:11 PM",Ñuble
Camino Valle Nevado--Plaza de los Pumas,Región Metropolitana de Santiago
Jardín Botánico (Viña del Mar),Valparaíso
Corporación Gen,Antofagasta
La Parva--Vegas Noroeste,Región Metropolitana de Santiago
257,Magallanes
Río San Francisco--Quebrada Paso Hondo,Región Metropolitana de Santiago
Santuario del Río,Región Metropolitana de Santiago
Drake Passage_2,Magallanes
Rio Maule - Tricahue bajo,Maule
Camino a Piedras Rojas,Antofagasta
Camino al Volcán--Vegas,Región Metropolitana de Santiago
"-35.7175x-71.2039 - Mar 2, 2015, 4:59 PM",Maule
Zona de Picnic Parque Fray Jorge,Coquimbo
Parque nacional Fray Jorge,Coquimbo
Casa Hacienda el Arrayán,Coquimbo
vilches camino centro de informacion,Maule
El coihue de magallanes,Región Metropolitana de Santiago
Parque Bicentenario,Región Metropolitana de Santiago
Arcos de Calán,Maule
PN La Campana--Granizo,Valparaíso
Quebrada del León,Atacama
"Refugio Paine Grande,Torres del Paine, Chile",Magallanes
Villa Baviera,Maule
Calle Padre André Jarlan,Región Metropolitana de Santiago
"-39.8366x-73.4012 - Mar 3, 2015, 5:34 PM",Los Ríos
Casa Santiago,Región Metropolitana de Santiago
"Península de Hualpén (Parque hualpén, desembocadura, Chome)",Bío-Bío
"Vina Tarapaca, Isla de Maipo",Región Metropolitana de Santiago
María Olvio,Magallanes
Graneros--ex Ruta 5 Sur,Libertador General Bernardo O'Higgins
PN Bosque Fray Jorge [usar hotspots específicos],Coquimbo
Río Seco (Costa),Magallanes
Humedal El Culebrón,Coquimbo
Isla Santa María,Bío-Bío
lago balmaceda,Magallanes
Wash near Rancho Mata Grande,Magallanes
Ascotán V11,Antofagasta
Playa El Blanco,Bío-Bío
Road to Parque Penguino Rey,Magallanes
"CL-Magallanes - -51.1658x-73.1134 - March 6, 2015",Magallanes
Lampa--Santa Inés,Región Metropolitana de Santiago
Coronel,Bío-Bío
Osorno,Los Lagos
Camping Paihuano,Coquimbo
SN Laguna Tebenquiche,Antofagasta
El Peñasco,Maule
CL-Valparaíso-Concón-15576-17570 Borgoño,Valparaíso
Parque Quinta normal,Región Metropolitana de Santiago
Rte Y-50 to Rio Verde,Magallanes
Río Elqui--Camino Maky Payi,Coquimbo
Peumo Negro Tranque Grande,Maule
Termas de porcelana,Los Lagos
Palomares Hill,Magallanes
CL-Valparaíso-Santo Domingo - -33.6274x-71.6311 - 05-03-2015 10:47,Valparaíso
Comuna de Rio Verde,Magallanes
CL-Valparaíso - -33.9403x-71.7362 - 05-03-2015 9:48,Libertador General Bernardo O'Higgins
Quebrada Islon,Coquimbo
CL-Valparaíso - -32.7643x-71.4804 - 06-03-2015 18:50,Valparaíso
CL-Valparaíso-Zapallar - -32.6304x-71.4198 - 06-03-2015 18:08,Valparaíso
